CRASH_RECORD_ID,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,CRASH_TYPE,DAMAGE,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH
2cb39b889e4a16b9d33d4880121981ac06427c397c5f4f6b5dee8d99bd2f7ee132a9e83c9f3a94e80f785fc07caa79710589688c145a27cadae6debc09c57bde,2023-03-06 07:00:00,30,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,UNKNOWN,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,$500 OR LESS,UNABLE TO DETERMINE,NOT APPLICABLE,2930,W,HARRISON ST,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,2,3
5c92154a93cdc821ee8e423e5e08d0af74dc5d57ed46c88985f3c321c1865b17d5af7d53ba9eccb05f295aa41ea3e29c269f7a87fcbe2a25175f1877ee0a89dd,2022-10-08 06:35:00,20,NO CONTROLS,NO CONTROLS,CLEAR,DAWN,REAR END,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",FOLLOWING TOO CLOSELY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1,W,TERMINAL ST,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6,7,10
67ad149dea3eaa942dbdc93f578ba217d8b0189fe71b88d418df98683766a3c932595f1eda14a742ba35500d1c13c54fb2eaab3e83dec230f12873a8b163f1da,2017-11-14 15:30:00,20,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,"OVER $1,500",FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,2799,N,KIMBALL AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,3,11
76898a6af7ba6c2685785a4b1e1921fdb962e688ba1eeabb7a20af84068a4d21ec766c79caceb283d1c6276a0a14e5f8907a1038ee6707740fe0d9ce6adef98e,2019-05-18 12:20:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,$500 OR LESS,FOLLOWING TOO CLOSELY,NOT APPLICABLE,7400,S,HALSTED ST,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12,7,5
d72a977f93ead842d444c22a3a823784ce05b90371f440a4051682a030c6e1a1b57ea0484b460a59acaa5125b40225e5d139acc61c6e60bfc49e0db43354fc5b,2017-10-25 17:20:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",DISREGARDING OTHER TRAFFIC SIGNS,DISREGARDING OTHER TRAFFIC SIGNS,6400,S,RACINE AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,17,4,10
592c522d6c4bf47b2e7c0889c3ca1b52f8b0a7a63be91a4e233c9ec00b804ea692f3a87c53d07c00fa4d989a0e7d322a18c37d46c2aaed858f3181d184029783,2019-01-22 08:00:00,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,3250,W,FOSTER AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8,3,1
96d8ce68fa8896364588bf15d5c30b415832c9e983be251a3e4047224edce7c7785dd56368602123935ee4d99ffa85906281a4303281384b35681e6133638fe9,2019-08-29 12:57:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,$500 OR LESS,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,100,N,LOWER WACKER DR,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12,5,8
cd806f1626d3b21e0b95a00be3390e4f6f0e88ed0b230338b7ee5c58cae37a16fe471b5679e316813d162dd6d4dfe04cfc830ac7f4ed1490a9181319f6681373,2022-10-06 14:55:00,30,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,"$501 - $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,190,S,MICHIGAN AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,5,10
4dd7d4318897ee7db1a05dd10a339e2bcc42a8f9367bf8d9b6aa4f6eaebe2eb46b8272a5bc8562ce68c984c6b157fc20e5843bddd763c4d32844de3c7084a208,2019-07-29 21:20:00,10,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",IMPROPER BACKING,UNABLE TO DETERMINE,1079,W,TAYLOR ST,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21,2,7
a84f0f21ddb0305021c4aa6ad3ba0d6e1a34186831546e4b3c8f65c607ea2d46f0e0fb9cf5f9c713b59d248f542a44d0b395605a51aa13457c367fb1af2046e6,2019-07-04 22:30:00,25,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",UNABLE TO DETERMINE,8621,S,PAULINA ST,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22,5,7
3b57ddcf48361330b4d9429d53c1763680078e27ee49a090cb07b149dfc97bc7a823d11a605591da656d3be403853fa432ab8605e3072916498cb385963c1e9d,2020-02-12 13:53:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,1554,W,NORTH AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,4,2
19f8aedc208666ac53380ca7ee4e9d0a6eda0333d1e30a8a377a5294a3dac5b0f32905d2f551f438b4e6315558511d7662a839c4118e056f9e5be6d29d28e2ce,2017-10-31 15:00:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"$501 - $1,500",FOLLOWING TOO CLOSELY,NOT APPLICABLE,2140,W,DEVON AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,3,10
7d7fdf898c2da331d3b9cffd912314007eebc0a0e6757c348593f366bfcc45e427322161f85f065051c4766940c939d3192e42ae9085816f4e4dd7c7e83578ee,2018-04-27 15:40:00,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,2246,N,RACINE AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,6,4
520728568999eb309c1d45e5b2bd1842c5c104266a5677411f9733a03036aa4312f5421b3f63ca3f97da5382d3a2a68070e42b4bfcf61d752e9d0e1a2bebf1f8,2017-02-17 10:10:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,838,N,SANGAMON ST,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10,6,2
17b0d745fa7cace9a0fa668a3556f5e0973f176a033a965e414837c2639bd22b59655830291c69533db1b2604aabe86afbc64eee24db7a32af2b9397c31c68a5,2018-09-25 18:40:00,30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,OTHER OBJECT,ONE-WAY,STRAIGHT AND LEVEL,UNKNOWN,OTHER,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",NOT APPLICABLE,NOT APPLICABLE,2264,N,CLARK ST,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18,3,9
f5e9594b9c07eb533a5e7ff459a8a89f57cce81aea60b566d1cec438ea3042af35c91eb41576c45358e5fe7e8c22bd6693bc8905b9100b4bcdce17034d94a995,2019-08-12 21:30:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,"$501 - $1,500",NOT APPLICABLE,NOT APPLICABLE,7600,S,DAMEN AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21,2,8
aa97d645d9ebbb5cb609481c23b980a6a4b8ed351fdf93c617c7523f0e4785d16773dbdd594e27e3c3df3b0ec84c934d80bf8eb7d3a2e4379b350c47ad4df626,2015-11-26 12:30:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,"$501 - $1,500",IMPROPER LANE USAGE,UNABLE TO DETERMINE,420,E,OHIO ST,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12,5,11
ed5a656bf71548e3d05ec1b3e42d6861e16f2d2e76c14b8731309098032f3139edcc91104409743c8eaa34d341306a9c88a55efd05e69ff5387b1cd484e48bbb,2019-06-10 19:14:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"$501 - $1,500",IMPROPER LANE USAGE,UNABLE TO DETERMINE,4931,N,KIMBALL AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,2,6
4c95be31f824d55205e2a581d3c5d847c3701f41150131c3ecf1ae8fbdc260dba6365a1a289a652a56cccdd89c351469ba61ca47a03508d738c556562630497e,2017-10-29 01:00:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,840,E,47TH ST,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,10
3abc0e557eb15953b1fdf5f567b47a880ab1b329944d5a952085718d6d83d04892631070eb254b534353b3b26b6f170b3365b8859411c217a187ef04734ff80b,2023-09-01 12:30:00,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,$500 OR LESS,DISTRACTION - FROM OUTSIDE VEHICLE,NOT APPLICABLE,1360,N,PULASKI RD,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,6,9
780c868ad30f005b32f85366eec0061834675d2010dff60e5b9ff1c1aa44c163fa6491548f795613fb4cdf1a6bb4a4e25bb42b81c8bf21bc65b654e629a2ca1c,2017-07-21 16:35:00,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"$501 - $1,500",UNABLE TO DETERMINE,PHYSICAL CONDITION OF DRIVER,3735,W,55TH ST,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,6,7
55867cc0412191ccf515ce7dc957e538cf0bf7e6ca00177f28023d7cbd0085f232918ed00e869daafa66530316f52acd3d9d354fad394d68e626fd8eea9e59ac,2020-11-12 14:45:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,3000,W,ROOSEVELT RD,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,5.0,0.0,14,5,11
080c9721c8b44d7aa826a62ec674ca3a0c348052c940de945fe836e838ce73f9ac9a4349d4e338cfdc0412701d8989925a20dafce44ee11a6673a8ad12ee57ca,2021-09-28 08:30:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,$500 OR LESS,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,4200,N,AUSTIN AVE,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8,3,9
951746b0da19619cf0abf01b24e6433f50d427511746c5268c9534771a4fc8e8b360dbd688e3e9ab3db210a405d3deb12a303641087438ad5ee0d790a547316e,2020-10-24 04:20:00,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,7150,S,WASHTENAW AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,7,10
9dc55a28c5f97eebc8948367b6a917d70224af6390c1140d0c9054bf23ef48db9134247448ee3ee3eacd50d301bec718e73b19ea99cba66d00eb921d93f8eeb1,2021-08-19 12:45:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"$501 - $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,1521,N,HALSTED ST,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,5,8
df439336187c7f61e09e2b40e6df575933dfb8bd929b2c0238bfd0aef5ea596f4399333c735db6ab16a07b192bb755f4399535ec8e0733f7eba028484d3b860f,2018-01-23 09:15:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",WEATHER,UNABLE TO DETERMINE,4399,W,26TH ST,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9,3,1
e93df2f9c46cae508293d8edf88611de9bc51f5fef7b3d2c4b8e3cb514d86941636652f242c3c72307c8bee5b23e6c7bff7e012791cab1475664c1f746b83863,2018-07-07 22:30:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,8300,S,STATE ST,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,22,7,7
12ece77f5cd6359ca5ec486be363f9c14d42f49595e3ccea82e65cd3e7b7513133a57ec71db78ebc14c7c499ecffd94540fef42be5951816b0d886aa963a8e4a,2021-12-17 15:21:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,1,W,100TH ST,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15,6,12
5b7f75c4e79d8446c44ebbacc2fedf84695a0902d07828763ae0a017fb401e6eb05ad82e1422c17f070534c29b661fb09f7e0950ead1281c9e8cfcf1ccb29eab,2021-07-03 13:35:00,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",PHYSICAL CONDITION OF DRIVER,NOT APPLICABLE,50,N,WESTERN AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13,7,7
789b424405d416635d5e700384cc0ee1faac6b2250372c200e2f981deff85c37e9df7cc3400af10550eaa79d023e403ebccf9dce12c33523a9ca8082fa3ac988,2022-05-26 17:30:00,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,5701,S,PULASKI RD,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,5,5
a46a4e42e1c27c0b23d6ea8e30d618a099f5fdf0d1ab2cfef59216b9225cce7796de15a53e7b99b1a58997a0dfb4b1988ec7bf0ad0f2a106a24b0730dc2a1a2f,2021-12-12 18:49:00,0,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,$500 OR LESS,NOT APPLICABLE,NOT APPLICABLE,645,S,CENTRAL AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18,1,12
42f11a0a311f78a4b64632829ec8cd3e90735c19995daa949c591f76d1dbcd5bc5b038636070a7ab05f08dad772a35c9fa9a531b764d6b30d73146e9285e999b,2020-08-10 08:10:00,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,"OVER $1,500",IMPROPER BACKING,UNABLE TO DETERMINE,4245,S,LANGLEY AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8,2,8
0e9ff190c29b4032140a83da55f1445c62772d84fe1ca68ef92c2836a6616adf7bfb9382cb5ec5002b1baeba22a0b07a25e6eca6187b0d05d7e9e242c5e0f90e,2022-05-26 14:15:00,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,REAR END,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",PHYSICAL CONDITION OF DRIVER,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,12809,S,LOWE AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14,5,5
ebd8e7915661bf9e4909da147c23afd55621b46a3996991e4e3c00192a471f13fa367392d609f9930cef87117d65ea3ada092ca19c6c9b22646cb1b10c5a59f6,2021-11-12 11:50:00,30,NO CONTROLS,NO CONTROLS,FREEZING RAIN/DRIZZLE,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,5652,W,DIVERSEY AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,8.0,0.0,11,6,11
1f25ffae63651e4ff61f8cde97c97eb8320a6008ade91c670e81c06138d4673571a8a8d7af3a058477453c0b21c130dc9ecb3e18cc0c8e85bbf08d13c25b4cff,2018-08-24 14:30:00,40,LANE USE MARKING,WORN REFLECTIVE MATERIAL,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,CURVE ON GRADE,DRY,"RUT, HOLES",NO INJURY / DRIVE AWAY,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,100,N,LAKE SHORE DR SB,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,6,8
34a19b8aa92215b518f9594563428ce24ba2b38b5b5f110bf3b0f67988ba4653f7aa1b7963ba60e40687f4ed9b42ee7f294114758acc44604db2be9183d86a0c,2021-07-07 07:37:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,"$501 - $1,500",IMPROPER LANE USAGE,NOT APPLICABLE,410,N,MICHIGAN AVE,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7,4,7
7d057ef18bdff24286477e0125911d4c17dd40839e8c042c4995c381066073fd890c4499c4f2cc046626a653fd94b9f72daab45742562004daff5411861665a9,2024-03-06 17:50:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,800,N,LAKE SHORE DR,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,17,4,3
6bc4606e597a1f53e5f42467603d74310f4d1bb543182e6c567b26400b8bd71289a294a172bb84b3cfcd4d1d58df11e6141d1ebd51217266343e6a2adee5471b,2021-09-01 13:00:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",160,W,87TH ST,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,4,9
113f4153452736494ba9fcf66d95190b47c82c160801433068a4f6b024bf677d704b4c3373e4406abee4ee864da914fcf65c9e4a7d9124fb6a9675f89209c5ab,2018-09-17 22:15:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",EQUIPMENT - VEHICLE CONDITION,FOLLOWING TOO CLOSELY,3523,N,KIMBALL AVE,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,2.0,0.0,22,2,9
f951371e74bf117e942005df81ffcc2ad8fcb1cca3d35b876b81102cf3cd8e68b88e393cbe250e343c142a5ca30339a5307cf5aaf95e0336a2e7d0891588e8bb,2020-09-20 12:58:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,435,N,OGDEN AVE,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,1,9
c039b21db1ac2e164ab3b8df29309e00ce23b8b6ef13361cc8dac48d885e5f4af87e877256b1501c07c0a7dc1d6ac67d5c7acb874fc9ede10b32a66b1d3a99b1,2018-04-06 06:30:00,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,FIXED OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,810,W,ROOSEVELT RD,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,6,4
b411d189ea0ad7cb3a58f8bee02a24e571d912740194afcedeba0769d8ef2f30d01e0203411eed48e779ed17ae36281919bfb8c910ac0bf9de08ac965d61e499,2022-09-29 18:00:00,20,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,6600,W,63RD ST,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,5,9
7f1e985578398313a566c2cc5243cc905efe303a384b415fed2dbf1efcb528a0cd50e703de3ac000aefaa95f39e6a7df63e8cc2ef0131c35590df5bbdb35fda3,2023-08-21 08:37:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,$500 OR LESS,FAILING TO REDUCE SPEED TO AVOID CRASH,FAILING TO REDUCE SPEED TO AVOID CRASH,1662,N,MILWAUKEE AVE,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8,2,8
